0.0033343332	-0.092789866	0.08779217	-0.0075359633	-0.030939946	0.060401957	-0.042145815	0.034002867	-0.024772873	-0.022085667	0.018084731	-0.1051635	-0.10609924	0.012916422	-0.073400065	0.09301269
-0.11713931	-0.22842154	0.14214234	-0.18160596	0.09255976	0.1658653	-0.15761393	0.16223818	0.10461323	-0.12018713	0.09539793	-0.21866594	-0.22579996	-0.10115113	-0.19142398	0.22714296
-0.28333566	-0.37226596	0.33478233	-0.25131077	0.150024	0.26879212	-0.21265303	0.25947115	0.17749737	-0.2708672	0.1449168	-0.36137512	-0.37772447	-0.14706104	-0.26576078	0.35935667
0.7445953	1.1349405	-0.8086398	0.8002976	-0.5275988	-0.8161521	0.8381838	-0.7821951	-0.641048	0.7767703	-0.58726	1.0289108	1.0428938	0.6227908	0.8577887	-0.9585456
0.013404852	0.07182897	-0.04866403	0.056208197	-0.017161813	-0.020753857	-0.03218418	-0.04850565	0.021795338	0.020673174	0.02942012	-0.007398862	0.04497001	-0.03479503	0.039384864	-0.017122978
-0.08431265	-0.0410701	0.094088174	-0.053605013	0.09736617	0.07685674	-0.050974045	0.087582	0.026487881	-0.03487216	0.1092965	-0.06798291	-0.08304995	-0.10365318	-0.036924373	0.044889193
0.7732416	1.008722	-0.75685894	0.75632274	-0.5709846	-0.7623166	0.7185919	-0.68995667	-0.68167305	0.74007565	-0.6478166	0.9094967	0.9609786	0.6214463	0.79408854	-0.86311775
-0.034540914	-0.09780269	0.06790478	-0.103598654	0.037214942	0.06756097	-0.094681084	0.09858989	0.024287654	-0.12164244	0.09704348	-0.03787059	-0.13039087	-0.023998614	-0.039678976	0.05906389
0.57998383	0.87224966	-0.6325596	0.58114946	-0.39875746	-0.65059876	0.57510763	-0.5745518	-0.47570527	0.6217501	-0.51588637	0.7987816	0.7888425	0.4930546	0.622659	-0.7443871
0.01845616	-0.014571602	-0.0326734	-0.021945741	-0.044199377	0.05453496	-0.0494693	0.051745676	0.021503633	-0.019461475	-0.04573929	-0.05099554	-0.014442025	0.042986188	-0.01920344	0.053536728
